Name,ReleaseDate,Rating,Function,Meaning,Storytelling,Form,Cinematography,Acting,Effort,Fun,Cry,Genre,Runtime
What Dreams May Come,1998,5.9,8.9,4.4,5.3,8.7,5.9,4.4,8.9,2.4,4,Fantasy,106
The Negotiator,1998,2.1,1.1,5.9,4.3,7,6.7,0.4,2.3,8,1.8,Thriller,138
The Big Hit,1998,7.9,9.4,9.7,9.7,6,1.9,2.2,2.8,7.6,5.6,Action,93
Out of Sight,1998,7.4,2.4,1.3,7.7,9.8,1.8,0.4,5.8,8.3,9,Comedy,123
The Opposite of Sex,1998,9.4,9.9,2.2,0.9,2.6,9.7,3.6,1.2,2.5,1.4,Comedy,105
Ever After A Cinderella Story,1998,6.4,4.5,3.7,2.4,4.1,2.1,8.1,8.8,3.4,1.1,Fantasy,100
Saving Private Ryan,1998,0.1,2.7,4.1,2.3,1.9,9.4,8.4,8.8,5.9,2.3,War,167
Snake Eyes,1998,5.7,6.7,5.1,4.3,8.6,8.6,1,8.2,6.9,6.1,Thriller,99
The Mighty,1998,5.5,5.7,4.1,9.4,6.1,5.1,0.8,8.5,7.6,8,Drama,108
The Emperor Waltz,1948,0.5,3.4,9.7,2.7,7.1,5.8,1.8,3.3,5.7,0.1,Comedy,106
Gentleman's Agreement,1947,4.7,3.9,0.6,4.8,3.5,6,9.6,4.8,9.3,1.2,Drama,118
The Night Has a Thousand Eyes,1948,2.3,2.4,1.9,3.5,1.4,9.1,3.7,3.7,1.5,5,Drama,80
The Mask of Zorro,1998,9.9,5.8,4.1,2.2,6,9,8,5,4.3,4.4,Adventure,136
Panic in The Streets,1950,3.4,2.1,3.9,1,6.8,7.5,1.8,4.5,1.3,9.9,Drama,96
Lord of the Flies,1990,8.7,8.8,6.2,3.8,4.7,5.5,0.8,2.4,7.9,9.4,Drama,90
Magic,1978,1.3,5.1,3.1,5.5,8.3,8.7,2.5,1.9,4,4.6,Drama,100
You've Got Mail,1998,6.1,8.6,9.6,8.2,0.1,7.8,6.7,5.6,0.3,2.4,Comedy,110
Ronin,1998,2.6,9.1,1.3,3,4.4,0.3,5.2,9.8,4.4,6.3,Thriller,121
Enemy of the State,1998,2,6.5,6.1,7.3,9.8,9,3.5,3.3,2.6,8.6,Thriller,130
Celebrity,1998,2,3.2,1.8,2.1,0.2,6.7,7.5,8,2.7,7.9,Comedy,114
Unhook the Stars,1996,2.3,4.3,3.3,3.9,5,0.9,8.3,2,6.1,8.4,Drama,90
Gingerbread Man,1998,9.6,2.9,6.5,1.4,3.2,5.7,6.7,5.7,9.3,1.4,Thriller,105
Velvet Goldmine,1998,4.2,8.1,6.6,3.2,0.9,4.5,0.8,1.9,2,1.5,Drama,123
She's the One,1996,4.7,2.1,5.4,6.6,6.5,9.7,8,6.3,0.8,8,Comedy,96
State of The Union,1948,3.3,6.2,7.2,0.6,7.6,3.5,5.8,0.4,6.5,8.8,Comedy,124
All Quiet on the Western Front,1979,1.6,0,2,0.2,4.6,3,8.5,4,6.1,5.7,War,129
Major Payne,1995,1.5,9.7,6.7,4.9,3.9,4.8,1.7,5.7,1.1,7.7,Comedy,97
Stepmom,1998,0.5,2.2,3.4,7.8,9.9,1.6,6.2,1.2,5.1,8.4,Drama,124
Practical Magic,1998,6.6,9.3,0.3,4.4,1.5,5.4,9.5,1.3,1.3,0.8,Comedy,103
The Siege,1998,2,0.8,8.5,1.5,1.3,7.3,3.5,5.6,8.3,9.8,Action,116
Alien Nation,1988,0.8,2.6,6.6,9.8,6.1,6.4,2.1,0.2,4.9,2.9,Fantasy,94
Titanic,1996,3.4,9.9,7.5,1.9,5.5,0.3,1.1,2.4,3.6,4.6,Drama,90
This Island Earth,1954,4.7,4.1,5.3,5.9,1.7,6.4,6,7.4,4.3,1,Fantasy,86
I Wanna Hold Your Hand,1978,1.9,4.9,6.3,2.3,8.7,9.9,8.2,2,8.1,1.3,Comedy,104
Them!,1954,9.6,8.4,3.5,0.3,4.4,9,6.6,0.5,1.2,8.8,Fantasy,94
Payback,1997,2.8,0.6,4,8.3,3.4,1.9,3.2,9.6,1,9.6,Action,110
Liar,1997,1.1,2.3,2,2.3,4,7.7,0.3,3.4,4.9,7.3,Drama,96
The Thin Red Line,1998,1.3,6,9.8,8.2,7.7,9.4,3.6,1.3,5.5,8.7,War,170
Rounders,1998,5.1,6.1,1.4,9.1,1.4,7.3,3.2,8.3,7.1,0.4,Drama,120
Shakespeare in Love,1998,9.8,7.2,8.1,6.5,7.1,7.3,4.1,4.6,4.7,0.3,Comedy,122
Tomahawk,1951,8.9,1.4,6.9,0,7,9.3,6.9,1.1,1.8,9.5,Western,82
Gods and Monsters,1998,5.1,3.1,9.5,0.8,1.3,8,9.1,9.8,4.4,3,Drama,105
Arlington Road,1998,7.6,6.4,8.8,6.5,2.1,1.8,9.6,6.7,8.2,8,Thriller,118
A Murder of Crows,1998,9.6,1.4,7.8,6.9,5.6,1.2,2.8,5.2,5.1,5.2,Thriller,99
A Soldier's Daughter Never Cries,1998,0.5,5,1.4,1.7,0.5,5,7.2,7.6,1.1,8.8,Drama,110
Money Train,1995,7.6,2.3,9.4,0.1,2.5,5.2,6.2,2.3,0.2,1.2,Action,110
Lenny,1974,7.2,8.6,4.9,1.4,1.4,2.4,8.8,4.1,7.5,2.7,Biography,112
The Deep End of Ocean,1998,9.4,1.6,0.7,8.5,7.4,3.9,8.7,0.8,0.9,2.9,Drama,105
Dangerous Beauty,1998,5.3,5.2,4.4,6.1,5.3,9.8,7.6,0.9,7.4,5.5,Drama,111
Patch Adams,1998,6,3.2,1.6,7.4,5.8,4.7,7.5,2.3,1.5,1.4,Romantic,100
Message in the Bottle,1999,7.4,0.8,0.9,0.7,0.9,1.9,8.2,0.5,9.2,6.3,Romantic,122
Whirlpool,1949,6.7,5.4,1.6,5.9,3,8.4,5.1,7.6,7.5,9.2,Thriller,97
The Borrowers,1997,4.4,5.2,7.1,7.6,6.3,1.7,5.2,5.2,9.5,0.7,Comedy,86
Cookie's Fortune,1999,3,8.3,0.7,5.6,6,4.6,4,4.9,9.1,5.6,Comedy,117
The Affliction,1997,2,9.7,0.6,0.9,1.6,2.4,7.9,4,8.8,4.6,Drama,114
Your Friends and Neighbours,1998,8.6,5.3,8.3,5.2,1.9,9.2,1.4,3.2,9,7.2,Drama,99
A Civil Action,1998,0.5,9.6,5,6.5,0.3,8.5,4.2,0.7,2.4,7.6,Drama,115
New Rose Hotel,1998,3.6,1.1,2.2,4.4,7.8,7,0.7,4,4.8,0.1,Thriller,98
Eight Millimeter,1998,7.5,9.9,3.1,5.8,5.2,5.1,8.3,0.1,1.9,1.2,Thriller,123
While the City Sleeps,1956,8.4,3.6,4.5,0.7,3.7,7,9.7,4.4,8.7,6.2,Drama,100
Les Misérables,1998,2.6,3,9.8,0,1.2,6.3,9.4,8.1,5.1,2.3,Drama,135
Mafia,1998,6.8,4.2,0.6,3,8,6.2,0.9,9.2,6.1,3.4,Comedy,87
The Hi-Lo Country,1998,7.1,6.7,7.3,5.4,8,8.8,1.6,0.3,7.1,4,Drama,114
Pleasantville,1998,2.2,3,4,9.9,3.1,6.1,3.6,0.7,5.8,0.8,Comedy,124
Psycho,1998,7,6.8,6.2,8.1,3.6,3.1,3.3,3.6,1.5,0.2,Thriller,103
Phase IV,1974,1.5,4.9,5,9,5.8,4.7,3.9,2.4,8.1,2.4,Fantasy,86
The Matrix,1999,7.4,5.1,5.2,1.6,8.7,9.7,6,4.6,6.6,5.8,Fantasy,136
True Crime,1999,7.1,9.3,6.1,2.2,5.5,1.1,9.2,1.7,5.6,3.9,Thriller,127
The Craft,1996,5.3,7.3,6.2,0.6,6,3.8,1.8,3.1,3,3.1,Fantasy,95
Playing by Heart,1998,8.9,6.5,4.5,6.5,1.4,4.6,5.7,5,2.2,3.6,Comedy,121
A Thousand Acres,1997,5.9,9,2.4,8.7,0.5,1.7,6.1,1.6,2.8,8.5,Drama,105
Analyze This,1999,3.6,8.1,4.2,4.5,9.9,7.5,5.5,6.7,8.1,4.1,Comedy,103
The Winslow Boy,1999,5.2,1.3,2.3,3.1,6.9,2.9,7.9,4.4,5.5,1.5,Comedy,110
EdTv,1999,7.4,5.3,3.3,3.1,3.5,0.4,2.6,8,6,9.5,Comedy,129
"Hush... Hush, Sweet Charlotte",1964,0.2,5.6,0.3,7,7.9,5.3,7.4,5.7,7.7,6,Drama,133
In Dreams,1998,2.8,6.9,0.5,5.2,9.6,1.2,1.6,10,4,1.6,Thriller,98
The Parent Trap,1999,8.7,3.7,5,4.5,6,0.3,2.9,5.9,1.8,7.7,Comedy,127
Legionnaire,1998,3.2,8.4,8.2,9.2,4.4,8,9.4,8.1,5.7,6,Action,95
The Corruptor,1999,8.3,0.5,4.4,0.8,8.5,7.1,1.1,4.6,9.5,4.2,Crime,110
Star Trek. Insurrection,1998,2.3,2,9.2,7.7,9.3,0.3,6.6,6.9,4.2,0,Fantasy,103
Room Service,1938,8.3,0.5,6.8,0.9,6,3.5,4.7,3.9,8.5,2.7,Comedy,78
Lifeboat,1943,2.4,5.9,9.7,3.8,9.4,4.9,7.2,7.8,0.4,3.4,Drama,96
Wing Commander,1998,5.9,2.3,3.2,2.9,8.8,4.5,5.6,0.5,3.8,9.2,Fantasy,100
The Odd Couple II,1998,9,3,2.9,1.2,2.7,9.4,8.2,1.2,2.2,2.8,Comedy,97
Target,1985,9.4,8.2,8,4.6,8.9,9.7,8.5,9.7,10,1.8,Thriller,117
Pi,1998,0.7,2.3,1.9,9.9,9.8,6,5.8,7.2,4.5,4.1,Drama,85
American History X,1998,0.2,5.6,2.4,4,6.1,4.9,4.3,0.1,3.8,0.4,Drama,120
Office Space,1999,8,7.5,5.8,9.6,2.4,3.9,8.9,6.1,9.5,0.1,Comedy,89
The Mummy,1999,7.3,6.4,8.7,0.7,7.4,1,4.9,2.1,7.9,4.7,Adventure,125
Susan's Plan,1998,3.3,5.4,5.8,1.2,2.7,7.5,2.8,0.2,2.1,6.1,Comedy,89
Nowhere,1997,0.6,5.1,5.7,1.5,5.9,7.9,8.1,1.3,9.3,8.7,Drama,90
Boyz'n the Hood,1992,4.1,1.1,4.5,1.6,1.2,1.1,1.8,7.9,6.3,8.4,Drama,107
Yellow Sky,1948,2.7,4.8,7.2,9.1,7.6,4,3.3,8.9,2.9,5,Western,97
Crazy in Alabama,1999,9.7,7.4,2.9,2.5,9.7,7.4,7.9,10,4.9,2.5,Comedy,109
The Out-of-Towners,1999,1.2,5.5,1,4.3,8.7,9.9,5,6.2,7.9,5.3,Comedy,90
Cruel Intentions,1999,0.4,6.4,0.8,8.1,0.7,7.9,0.6,4.3,9.4,9,Drama,95
Star Wars: Episode I - The Phantom Menace,1999,0.4,7.8,9.8,3.2,8.7,9.5,3.4,1.2,4.3,7.1,Fantasy,130
Inferno,1998,3.5,1.7,0.6,4.5,5,2.1,5,2.7,5.6,2.5,Drama,99
Cyborg,1989,8.8,3.6,1.2,5,7.6,6.6,9,4,2.9,1.3,Fantasy,86
Notting Hill,1999,0.6,3.6,4.7,3.5,3.9,1.5,4.8,4.8,6.1,4.4,Comedy,124
Equus,1977,3.8,5.2,7.1,1.8,1.7,2,9.2,6,1.9,9.1,Drama,138
Charly,1968,8.3,3.7,7.6,8.2,8.6,2.2,3.3,1.4,3.6,6.3,Drama,106
Revenge of the Nerds,1984,7.2,5.7,2.1,1.1,4.7,0.3,4.6,5.8,2,3.4,Comedy,90
The Sixth Sense,1999,7.8,6.2,3.2,2.4,0.6,8.4,9.1,5.6,9.5,8.6,Thriller,107
Never Been Kissed,1999,7.9,3.2,7.3,6.7,7.3,7.7,3.2,9.1,4.7,0.6,Comedy,119
World Without End,1956,2.4,5,9.2,6.8,3.7,6.4,0.7,7.3,3.7,3.8,Fantasy,98
Dead Men Don't Wear Plaid,1982,8.9,1.8,9.2,7.5,0.7,8.9,4.6,6.5,8.1,8.9,Comedy,89
Random Hearts,1999,5.1,4.5,2.2,7.9,3.1,5.5,9.2,8.2,9.2,7.5,Drama,129
Dragonheart,1996,1.9,2.4,5.1,2.2,2.8,2.6,5.5,8.4,7.4,1.6,Fantasy,103
Studio 54,1999,9.8,1.4,4.3,5.1,9.9,3.2,8.5,9.2,2.8,2.7,Drama,95
Eyes Wide Shut,1999,9.6,7.1,6.6,9.3,8.9,1.5,1.9,7.2,4.6,4.5,Drama,159
American Pie,1999,0.8,1.5,1.9,3.6,5.7,6,8.7,4.6,1.2,8.6,Comedy,95
"Happy, Texas",1999,4.1,7,4.3,1.9,4.1,1.7,2.9,9.6,2,2.8,Comedy,95
The Terminal Man,1974,3,4.5,3.4,4.8,0.7,8.4,9.9,7.9,3.4,4.5,Fantasy,107
The Outsiders,1983,5.3,1.4,6.2,5.5,4.5,8.9,0.7,5.2,8.1,6.1,Drama,91
Inspector Gadget,1999,6.5,3,9.9,0.5,4.8,5.6,2.4,0.1,4.2,4.1,Comedy,100
The General's Daughter,1999,0.6,3.9,7.2,9.9,1.7,3.5,0.6,8.5,1.6,9.1,Thriller,108
Blade,1998,3.4,9.7,2.1,9.7,2.4,6.1,9.5,4.2,9.8,5.9,Action,120
Jakob the Liar,1999,5.6,4.7,2.9,3.5,5.7,5.1,3.5,10,1,7.7,Drama,114
October Sky,1999,7.4,1.5,9.6,3,0.9,7,6.4,0.3,6.6,9.9,Comedy,105
Passion of Mind,1999,0.4,5.9,6.9,4.2,2.7,6.6,2.1,4.8,8.1,4.5,Drama,105
Bowfinger,1999,0.8,1.3,2.7,0.4,6.2,2.7,0.4,0.6,5.1,4.5,Comedy,97
Bringing Out the Dead,1999,0.7,8.9,9.5,6.3,1.8,9.3,6.1,3.3,5.2,8.1,Drama,111
Summer of Sam,1999,1,6.1,8.1,7,1.7,2,5,5.7,7.9,4.1,Drama,144
Austin Powers: The Spy Who Shagged Me,1999,0.5,0.4,4.8,4.5,9.1,5.5,0.5,6.5,8.7,4.2,Comedy,118
The 13th Warrior,1999,4.1,1.6,2.3,0.3,6.2,9.2,1.7,5,5.6,0.7,Adventure,102
Fight Club,1999,5.4,3.6,1.7,1.2,4.1,6.9,6,9.4,5.4,9,Drama,135
Anna and the King,1999,0.6,2,6.1,3.5,2.4,6.8,3.8,5.6,6.9,3,Drama,156
Ride Lonesome,1959,6.3,1.8,4.7,3.8,3.8,8,6.4,1.7,8.8,0.5,Western,73
Catch-22,1970,2.3,6.7,2,3,8.3,6.6,9.8,7,2.6,3.8,Comedy,120
Play It to the Bone,2000,7.3,6.6,4.7,5.6,0.6,2.2,5.8,5.7,0.6,8.4,Comedy,124
Rush Hour,1999,6.4,4.8,8.8,9.3,8.1,3.4,0.6,7.3,1.8,8.6,Action,92
Curtain Call,1999,1.6,9.3,6.3,2.1,1.7,7.9,7.9,7.4,3.3,5.8,Comedy,90
Double Jeopardy,1999,9.6,2.4,3.3,2,1.8,5.5,4.5,0.5,0.1,2.3,Thriller,105
Bicentennial Man,1999,4.2,9.3,6.7,0.3,7.9,6.1,3.2,7.2,0.1,8,Fantasy,131
Boys Don't Cry,1999,2.5,8.8,5.1,0.1,2.5,3.2,7.2,8.7,1.7,1.9,Drama,104
Angela's Ashes,1999,8.7,4.6,9.9,6.8,2.3,0.4,0.2,2.6,3.3,6.8,Drama,140
The Straight Story,1999,8.1,4.1,8.4,5.9,1.8,2.4,8.9,3.7,0.6,6.6,Drama,111
I Saw What You Did,1966,6.2,7.1,8.8,8.4,1.8,2.9,2.5,9.8,1.1,4.2,Thriller,85
Twentieth Century,1934,8.4,8.1,8,9.4,2.1,8.7,7.5,7.6,7.3,7.4,Comedy,91
The Insider,1999,6.5,5.5,3.5,2.8,10,2,1.3,5.3,8.8,3.1,Drama,157
The Bone Collector,1999,4.9,3.3,9.8,8,5.2,3.6,6.2,4.4,1.9,1.1,Thriller,118
Blast from the Past,1999,2.4,8.4,5.9,4.9,7.3,6.7,8.1,5.8,2.3,8.3,Comedy,106
Picture Perfect,1997,7.4,7.3,3.7,7.7,9.1,2,6,8.8,0.2,1.2,Comedy,97
American Beauty,1999,0.2,4.5,6.4,3.9,0.8,0,6.9,6.5,1.4,4,Drama,122
The Green Mile,1999,5.4,7.1,9.5,0.7,2,2.3,6.6,6.6,0.1,8,Drama,188
The Cider House Rules,1999,8.1,6.9,4.2,8.6,0.2,7.1,5.5,9.9,3,3.7,Drama,131
Three Kings,1999,6.5,3.4,4.7,2.3,0,1.9,9.1,1.4,0.7,1.8,Adventure,104
A Bill of Divorcement,1932,7.8,3.9,0.7,6.5,5.9,1.2,3.7,10,2.5,5.5,Drama,69
Swept from the Sea,1997,3.9,3.1,2.4,1.5,7.6,6.4,1.5,0,6.3,6.3,Drama,114
Lake Placid,1999,5.8,1.5,0.9,6.3,1.5,8.5,2.8,0.4,8.4,2.6,Adventure,105
Mickey Blue Eyes,1999,5.3,8.1,4.8,9.8,2.5,8.3,7.3,6.5,6.1,2.8,Comedy,102
For Love of the Game,1999,1.5,3.4,8,3,1.5,3.5,7.8,6.9,5.4,3.2,Drama,138
Hurricane,1999,9.7,9.6,0.5,7.5,2.6,5.2,6.2,5.8,7.2,4.7,Drama,140
"Girl, Interrupted",1999,0.1,4.5,1.6,6.9,8,2.1,0.6,1.3,5.7,9.2,Drama,125
The Limey,1999,8.5,3.1,8.9,0.9,5.1,6.5,6.7,2.4,1.7,3.1,Drama,91
Mr. Lucky,1943,5.1,9.7,4.1,5.9,1.5,0.7,5.1,6.2,4.5,5.1,Comedy,100
The Next Best Thing,1999,6.7,5.1,3.3,8.6,9.2,7.6,0.5,4.1,4.5,0.5,Comedy,97
Escape to Athena,1979,2.9,7.6,0.6,0.4,1.7,1.1,6.6,0.3,9.6,0.8,War,101
Magnolia,1999,2.9,1.1,4,9.9,5.4,0.4,2.9,9.3,1.2,2.8,Drama,188
Stir of Echoes,1999,4.8,9.8,3.6,8,6.6,4.1,4,6.7,6,9.9,Thriller,114
Lover Come Back,1961,4.7,3.1,6.8,0.3,7.9,8.8,7.7,4.8,7.6,7,Comedy,107
The Big Mouth,1967,5.7,0.9,1,8,4.4,5.5,4.9,6.6,7.9,4.1,Comedy,107
The Spy Who Came In from the Cold,1965,5.3,0.7,2.5,6.5,8.1,6.8,5.6,9.4,1.7,6.3,Spy,112
Snow Falling on Cedars,1999,9.5,7.2,1.1,9.4,0.3,0.4,4.1,4.8,0.5,0,Drama,123
Stuart Little,2000,6,6,9.5,2.1,8,10,7.1,4.1,2,5.6,Comedy,83
The Bachelor,1999,8.3,0.3,2.2,3.3,1.2,6.9,2.1,7.3,4.4,8.5,Comedy,102
It Came From Outer Space,1953,7.6,9.6,7.7,4.5,3.6,5.6,9.9,4.1,5.7,1.8,Fantasy,81
Village of the Damned,1995,7.7,1.1,2.8,6.7,2.7,3.1,9.2,2.1,2.8,6.2,Fantasy,98
Trapeze,1956,6.9,3.1,5.2,9.6,3.2,0.8,0.2,6.5,7.6,9.6,Drama,105
Billy Madison,1995,9.2,6.2,3.6,0.8,6.3,8.1,4.9,3.8,6.6,4,Comedy,96
The Paradine Case,1947,8.9,1.4,8.9,5.1,7.8,5.9,5.9,5.4,0.8,5.7,Thriller,110
Erin Brockovich,2000,6.7,7.8,4.6,7,8.5,8.2,5.6,0.6,2.4,8.2,Biography,130
Unforgettable,1996,5.2,9.2,4.5,9.6,1.1,1.5,1.6,2.6,4.4,7.5,Thriller,117
Supernova,2000,2.9,6.5,3.9,9.9,5.8,8.5,5.6,1.5,7.6,8.4,Fantasy,90
Detroit Rock City,1997,7.1,4.1,0.5,4.3,7.8,9.6,7.2,4.2,4.8,4,Comedy,94
Ghost Dog: The Way of the Samurai,1999,8.6,4,4,2.2,6,2.9,1.6,0.3,5.9,2.4,Drama,116
The Producers,1967,6.7,5.4,4.7,7.7,9.5,7.2,5.8,2.7,1.3,3.2,Comedy,92
Shanghai Noon,2000,5.8,3.1,0.6,8.3,6.9,9.7,7.6,5.9,5.8,3.5,Comedy,95
100 Girls,1999,2.5,5.1,2.1,8.4,5.2,4.4,1.7,5.7,4.7,6.7,Comedy,95
Beloved,1998,1.6,2.2,6.6,8,3.7,3.4,8.1,1.6,0.2,5.7,Drama,169
The Ugly Dachshund,1966,8.9,5.4,3.3,1.8,2.2,7.6,9.4,6.3,4,2.1,Comedy,93
Sling Blade,1995,5.5,5.1,2.8,4.7,5.3,3.3,4.1,2.6,5.3,7.1,Drama,119
Space Cowboys,2000,6.1,3,9.9,8.1,9.4,2.9,3.9,6.6,4.2,2,Fantasy,129
Blue Streak,1999,9.6,0,5.3,7.9,7.1,3.1,7.8,8.3,1.3,3.4,Comedy,123
Pecker,1998,9.9,6.8,5.8,2.8,0.4,6.1,2.4,6.1,7.3,9.8,Comedy,84
Three to Tango,2000,2.9,6.5,4.7,5.1,2.8,8.8,7.5,4.9,8.9,5.2,Comedy,98
Pushing Tin,2000,9.2,3,4.6,2.3,2.3,4.1,4.8,6.3,5.5,4.3,Drama,123
Under Suspicion,2000,0.9,4,8.6,7.6,1.8,1.6,0.2,9.8,5.6,5.2,Thriller,111
Where the Money Is,2000,0.8,6.4,9.2,0.9,8.3,0.3,5.5,0.9,0.4,8.5,Comedy,88
Simply Irresistible,1999,1,1.3,0.9,2.1,7.2,4.5,3.2,5.4,0.3,4.8,Comedy,90
The Virgin Suicides,1999,6.2,1.7,4.5,0.7,5.7,1.2,6.7,3.3,0.2,9.2,Drama,95
Clay Pigeons,1997,2.2,4.3,4,5.2,7.5,2.8,2.5,2.1,3.9,6,Thriller,104
The World Is Not Enough,1999,4,9.6,3.8,3.2,3.2,0.7,2.2,5.2,9.9,7.1,Spy,127
Road Trip,2000,0.3,5.3,5.9,4.9,1.8,1.1,3.2,5.9,8.3,7,Comedy,95
Election,1999,3.1,8.5,0.4,9.1,5.4,5.3,3.9,2.2,2.5,9.4,Comedy,103
Dr. T & the Women,2000,9.5,3.2,2.3,6.9,4.7,5.9,4.9,2.2,5.3,2,Comedy,118
Mission: Impossible 2,2000,6.7,0.8,0.2,7.6,5.9,8.6,2,3,2.4,5.5,Spy,123
The Big Kahuna,2000,4.9,7.1,6,1.2,5.2,7.4,0.8,1.8,3.4,5.8,Comedy,90
Sweet and Lowdown,1999,5.6,5.9,8.1,3.3,2.3,9.5,7.3,6.9,0.8,1.1,Comedy,92
"Me, Myself & Irene",2000,6.4,7.4,9.4,8.2,3.3,5.1,1.3,9.3,5.2,7,Comedy,116
The Story of Us,1999,9.7,6.1,9.2,2,6.5,5.5,9.4,7.3,4.1,2,Romantic,95
The Talented Mr Ripley,1999,9.7,0.1,2.9,1,7.2,0.6,3.6,8.1,1.2,8.9,Thriller,150
Any Given Sunday,1999,5.4,0.6,8.6,0.8,9.1,7.3,8.3,2.6,1.3,6.9,Drama,146
Titus,1999,5,2.4,0.1,8,5.3,0.7,8.2,7.9,8,9.4,Drama,155
Man on the Moon,1999,1.7,2.5,8.6,2.9,1.4,4.8,4.4,5,1.2,1.3,Biography,118
The Cell,2000,5.5,1,5.2,9,0.4,4.7,6.4,1.7,0.2,1.9,Fantasy,95
Mission to Mars,2000,1.5,3.5,9.8,4.5,2.6,0.3,2.2,7.9,8.8,2,Fantasy,113
Hanging Up,2000,4.9,4,1.7,9.6,1.3,0.9,5.3,9,3.3,3.5,Comedy,100
High Fidelity,2000,7.6,9.4,8,8.3,0.8,3.4,7.4,4.6,4.5,3,Comedy,113
Animal Factory,2000,4.5,8.6,6.6,6.7,4.6,5.8,1.1,4.6,9.2,0.8,Drama,90
Keeping the Faith,2000,3,5.3,6.4,3.5,5.2,5.9,2.6,7.2,3.6,2.8,Comedy,128
A Map of the World,1999,10,0,4,3.8,7.9,9.1,3.5,6,0.6,5.8,Drama,125
U-571,2000,4.3,5.4,8.1,8.1,4.3,6.7,6.3,9.7,5.3,9.4,War,115
The Whole Nine Yards,2000,6,1.8,4.8,9.7,2.1,4.1,7.6,1.7,2,1.3,Comedy,100
Bottle Rocket,1996,4.2,5.8,8.6,4.3,8.5,1.3,0.4,1.2,8.8,4.3,Comedy,92
Things You Can Tell Just by Looking at Her,2000,5.4,4.8,4.6,7.7,7.9,3.6,0.6,7,9.4,0.7,Drama,104
Ride with the Devil,1999,2.7,1.1,7.4,2,0.9,1.9,5,2.5,1,4.7,Western,134
X-Men,2000,7.2,6.3,1.5,3.3,3.4,8.4,6.2,3.1,5.1,7.5,Super-hero,104
Coyote Ugly,2000,8.1,6.7,4.3,6.3,8.4,2.5,7,5.4,0.9,8.5,Comedy,100
Hollow Man,2000,9.5,6.6,9.6,9.6,3.9,3.4,4.1,2.4,1,8.8,Fantasy,94
Before Night Falls,2000,1.7,0.2,6.1,3.3,1.6,4.6,6.2,5.7,3.7,4.2,Biography,125
The Palm Beach Story,1942,5.3,3,6.3,10,2.2,8.3,6.3,8.6,7.3,0.5,Comedy,90
The Onion Field,1979,3.1,9,6.5,4.3,6.5,7.9,7.4,2.5,3.5,1.2,Drama,127
The Replacements,2000,0.8,7.4,1,4.3,2.8,7.9,6.4,5.3,1.8,2.6,Comedy,118
Frequency,2000,5.2,7,6.2,1,0.7,3.1,6.1,2.8,7.3,1.8,Fantasy,110
Rules of Engagement,2000,9.6,1.2,6.7,8.3,3.3,0.9,7.6,1.7,1.7,6.8,Drama,120
I Walk the Line,1971,1.1,9.7,6,0.2,6.9,2.8,4.5,8.5,7.8,4.8,Drama,96
A Little Princess,1995,2.7,4.5,5.9,9.6,6.6,5.2,0.7,7.6,7.4,6.1,Comedy,97
The Watcher,2000,3.9,2.6,9.5,5,6.1,9.4,8.9,5.3,2,4.5,Thriller,97
Loser,2000,4.2,9.7,9.6,3.3,3.5,3.7,1.8,1.3,7.4,7.8,Comedy,88
The Art of War,2000,6.8,0.3,5.5,1.3,6.6,0.5,4.3,8.3,7.2,5.2,Action,110
Charlie's Angels,2000,3.7,0.4,2.9,6,1.8,7.7,7.9,8.3,7.4,7.2,Comedy,110
Scary Movie,2000,3.1,7.1,0.2,4.4,4,0.5,8.3,2.3,0.6,9.6,Comedy,91
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",1976,8.2,2.3,7.4,7.2,2.7,9.1,5.7,0.3,9.6,3,Western,124
Small Time Crooks,2000,9.6,0.9,1.5,3.7,6.2,5.3,3.7,1,4.6,8.7,Comedy,94
How the Grinch Stole Christmas,2000,6.3,3.1,5.1,3.3,0.8,1.2,0.9,8.4,8.5,2.1,Fantasy,105
Reindeer Games,2000,6.5,1.7,7.9,5.8,3.5,5.1,0.9,0.2,2.9,4.4,Thriller,110
Gun Shy,1999,9,8.9,7.7,7.9,1.5,5.4,9.8,2.4,5.7,8.5,Comedy,101
Barbary Coast,1935,3.8,4.6,5.6,3.7,6.6,8.3,7,4,5.2,7.8,Drama,91
Nashville,1975,8.9,0.3,1.9,6.3,4.5,1.3,5.3,1.6,5.8,6,Drama,159
Cast Away,2000,9.8,5.2,6.5,5.3,6.7,9.7,9.3,7.5,2.4,3,Drama,143
Boiler Room,2000,4.7,8.1,3.7,4.4,4.9,6.4,9.4,5.3,3.5,6,Drama,119
What Lies Beneath,2000,2.4,4.4,0.2,6.8,7.9,3.7,4.7,5.8,0.5,0.9,Thriller,130
Husbands,1970,7,2.5,6.3,6.7,5,3.6,1.9,9.1,8.2,4.2,Drama,95
Minnie and Moskowitz,1971,3.3,5.7,8.6,2.1,5.2,5.7,8,2.6,1,3.2,Comedy,114
Meet the Parents,2000,6.8,9,8.2,5.5,6.1,7.9,8.1,9.8,1.9,7.3,Comedy,107
What Women Want,2000,0.3,2.2,4.7,1,2,2.9,9,0,3.6,8.9,Comedy,126
Hannibal,2001,7.9,9.3,4.4,4.7,8.8,6.2,8.8,8.2,1.7,3.3,Thriller,128
